booking_id,passenger_id,flight_id,booking_date,status,passport_number,seat_number,emergency_contact_name,emergency_contact_phone,airline,source,destination,departure_time,arrival_time,duration_mins,is_overnight,duration_hhmm,route,is_delayed,departure_slot,payment_id,amount,payment_method,age,age_group,gender,first_name,last_name
B1412,P1596,6F128,2025-11-18 11:37:36.951,CANCELLED,a172e050d7e2aaf0007581c068224f629b2c4fb3efa37bff8980c5aa66026b31,28E,J***,12dcd65649167f9652004ca3a18883a244490b8a3f4a546b67ef95052dcc41e3,INDIGO,HYD,DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,67.0,0.0,1h 7m,HYD to DEL,0.0,Afternoon (12-17),PAY1708,10616.41,NETBANKING,61,60+,M,V***,D***
B1413,P1099,SJ038,2025-10-05 11:37:36.951,NAN,c59a66eaf83360f7bf85c047aef76d4310eeb27274ea85c11a0e6514280fd4fa,14A,W***,cce8a6f6f481929f25f35101083bb5409d8d8f511885dd01601b6725f458f56f,SPICEJET,BLR,DEL,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,169.0,0.0,2h 49m,BLR to DEL,0.0,Afternoon (12-17),,,,71,60+,F,V***,A***
B1414,P1615,SJ182,2026-01-07 11:37:36.951,CONFIRMED,28d36ef1f418a75f8283b6f8a826acd5197749a70c78eed1f9f0094720ba8a77,25F,Y***,492d215ad9f8b26ef635ff1fade10cb30ca6881ce2533997ac4390467ec3af55,SPICEJET,CCU,BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,48.0,0.0,0h 48m,CCU to BOM,0.0,Afternoon (12-17),PAY1924,6182.07,NETBANKING,25,18-30,M,K***,P***
B1415,P1947,6F199,2026-03-22 11:37:36.951,PENDING,3ca3bb30d7078dc94bb702c346e2a294460bb4b706243e7f31d27aeacddeb9b9,23B,O***,01dff4e01210e6c238d2c50f22bac11d6eaf53b4bed9ceed4882ee8945a67650,INDIGO,DEL,MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,137.0,0.0,2h 17m,DEL to MAA,0.0,Afternoon (12-17),,,,13,Under 18,M,M***,S***
B1416,P1557,SJ187,2025-08-17 11:37:36.951,CANCELLED,8609f2b30785d0f27bd063ee981bcf3418c5aa48d1ae16dd895b84bb7e168c84,20B,U***,45307902ffcc510736ff64f76f81c45178704b16908fbadd3bbdad08eb260b08,SPICEJET,MAA,BLR,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,203.0,0.0,3h 23m,MAA to BLR,0.0,Afternoon (12-17),,,,58,46-60,F,A***,K***
B1417,P1555,AI182,2025-08-18 11:37:36.951,PENDING,c6bb83bef784c42d95f1422064ea9c80abd0899b003d0e16eb36d6661baed0c7,8E,T***,a04e479d87e91a75b9e5a0f8b106bf903b3cb8258c0349757e32420dc9d7f903,AIR INDIA,HYD,DEL,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,273.0,0.0,4h 33m,HYD to DEL,1.0,Afternoon (12-17),PAY1253,3361.82,UPI,53,46-60,M,S***,J***
B1417,P1555,AI182,2025-08-18 11:37:36.951,PENDING,c6bb83bef784c42d95f1422064ea9c80abd0899b003d0e16eb36d6661baed0c7,8E,T***,a04e479d87e91a75b9e5a0f8b106bf903b3cb8258c0349757e32420dc9d7f903,AIR INDIA,HYD,DEL,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,273.0,0.0,4h 33m,HYD to DEL,1.0,Afternoon (12-17),PAY1353,3890.23,UPI,53,46-60,M,S***,J***
B1418,P1277,SJ027,2025-05-04 11:37:36.951,PENDING,16b9ff3b272cc074c6130d1c11106bdf3ff6ce6c06203a1602a83726f868f786,19D,L***,e25f9be8decde65a176be689b7d0ed7c0a923c9afa7879886e0fa0d23f804123,SpiceJet,BOM,MAA,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,263.0,0.0,4h 23m,BOM to MAA,1.0,Afternoon (12-17),PAY1147,12326.46,CARD,25,18-30,M,S***,M***
B1419,P1692,SJ062,2026-01-20 11:37:36.951,CONFIRMED,f4f07544abe232fdc224f8427b0b1b75bc6eac45e72682101fb3b122c42b9a6f,20E,Y***,d7b00baaea11a4fd6d2b545cdda5acc7b2f33442af2eaa772adc298877ed153e,SPICEJET,BLR,HYD,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,209.0,0.0,3h 29m,BLR to HYD,1.0,Afternoon (12-17),PAY1085,3513.0,NETBANKING,63,60+,F,S***,V***
B1419,P1692,SJ062,2026-01-20 11:37:36.951,CONFIRMED,f4f07544abe232fdc224f8427b0b1b75bc6eac45e72682101fb3b122c42b9a6f,20E,Y***,d7b00baaea11a4fd6d2b545cdda5acc7b2f33442af2eaa772adc298877ed153e,SPICEJET,BLR,HYD,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,209.0,0.0,3h 29m,BLR to HYD,1.0,Afternoon (12-17),PAY1205,1424.75,CARD,63,60+,F,S***,V***
B1420,P1698,SJ161,2026-02-24 11:37:36.951,CONFIRMED,3e509eb02a82e4a07e97a5ae7cab73de7789a168d424ef58e831661f16d52aa7,27B,E***,3170cf22438f9d5d4e003a84d22a771e7b939ac8f3bc44224f5ec3cbcfc1b0f6,SPICEJET,MAA,BLR,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,42.0,0.0,0h 42m,MAA to BLR,0.0,Afternoon (12-17),PAY1913,7161.79,UPI,77,60+,F,I***,N***
B1421,P1989,UK058,2025-10-03 11:37:36.951,NAN,83e9c3f76770261c69a50d4a02b7dbbefd4933b906278a11eeafc117c2fc4b84,23C,O***,7709129f531f9da41e558982962b33116fd7e1e4a672ebf1d1f84c36d5c79a22,VISTARA,MAA,BOM,2026-04-19 13:46:41.701,2026-04-19 17:04:41.701,198.0,0.0,3h 18m,MAA to BOM,0.0,Afternoon (12-17),,,,26,18-30,M,R***,C***
B1422,P1625,AI181,2026-01-04 11:37:36.951,CANCELLED,460961c1fbc855c7fb06d0d6bbfd90295fc5682b85f4cf41abef8e3224ec2e61,12D,Y***,0871a51d45e503e3ab5268188bc4cb910192093ff45aaa56d7e32a6d299e1d3f,AIR INDIA,MAA,HYD,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,206.0,0.0,3h 26m,MAA to HYD,0.0,Afternoon (12-17),PAY1210,4826.6,UPI,61,60+,F,R***,P***
B1423,P1490,AI003,2025-06-12 11:37:36.951,CONFIRMED,9cccb4707f35a953a7d3ccd6139c3d7bed23f53bf1c9d262c2ff6cd61726ac5c,14A,A***,73ba58caa277aab655a21301808bf4a29371faa51f27102d3eefd6b51abd2352,AIR INDIA,BLR,HYD,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,208.0,0.0,3h 28m,BLR to HYD,1.0,Afternoon (12-17),,,,46,46-60,M,I***,G***
B1424,P1254,6F150,2025-11-05 11:37:36.951,CANCELLED,567ee332a23b5918f4fc5aba72b4ac9ef1a47dd4f995dceb7af4583bf3ab7937,11D,C***,b2347a0a6a5ce15ea99480b5bdb0bac75098f9fc2819ac7beee653c30d5fab92,INDIGO,HYD,MAA,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,238.0,0.0,3h 58m,HYD to MAA,1.0,Afternoon (12-17),,,,2,Under 18,F,M***,K***
B1425,P1380,SJ175,2025-06-28 11:37:36.951,CANCELLED,a62d149e0dafcb158cac805f4d6717672f5798797402adf0848dd0d23e164b0b,34E,M***,340c680fe47c3e67b5ddf7ecfb5b49edde1d4490ba572bfd65c69983dd1cdb16,SPICEJET,MAA,BLR,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,244.0,0.0,4h 4m,MAA to BLR,1.0,Afternoon (12-17),,,,63,60+,M,R***,K***
B1426,P1891,6F041,2025-12-15 11:37:36.951,CANCELLED,af0fca507d9d7e0520135848bac87b77dad49bfda1a6c50733ba4ed642b35090,17C,V***,7739cae928bdaa368b8b06b614c18ff8ff15e05371fdcf4f0d1db337e660fb92,INDIGO,MAA,BOM,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,209.0,0.0,3h 29m,MAA to BOM,0.0,Afternoon (12-17),,,,4,Under 18,F,S***,B***
B1427,P1541,SJ040,2026-04-15 11:37:36.951,CANCELLED,fd6d9d42d95fdb61e5a61d7098643ee0d93fea77b16769e0a3b202ad93616cb5,16E,G***,2a95e2e229928509bce910a47c14b382bf5b11359a23cbca3fd6ddb36a082426,SPICEJET,BOM,CCU,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,212.0,0.0,3h 32m,BOM to CCU,0.0,Afternoon (12-17),,,,78,60+,M,S***,B***
B1428,P1263,6F020,2025-06-17 11:37:36.951,CONFIRMED,15d975f6d792157daee6bb8c0db0d3c3cb345c8714770b774ae31835aeae1228,27C,T***,e34691fb4bed8e7c80b74a8b3c2e67c99502f17945f478a85191e0d0c5c0245f,INDIGO,BOM,HYD,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,105.0,0.0,1h 45m,BOM to HYD,0.0,Afternoon (12-17),,,,48,46-60,F,R***,D***
B1429,P1609,AI248,2025-05-08 11:37:36.951,CANCELLED,233e9ad38166570d1e44fed397180091a5361ab62efcf94b2ccbd0f143dfefd0,27B,R***,9ea646ff6e5abc75d89c88927517b3e8629b2ad41b1e9710988d3ab4fd7666a0,AIR INDIA,CCU,DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,78.0,0.0,1h 18m,CCU to DEL,0.0,Afternoon (12-17),PAY1454,6939.44,CARD,39,31-45,F,V***,M***
B1429,P1609,AI248,2025-05-08 11:37:36.951,CANCELLED,233e9ad38166570d1e44fed397180091a5361ab62efcf94b2ccbd0f143dfefd0,27B,R***,9ea646ff6e5abc75d89c88927517b3e8629b2ad41b1e9710988d3ab4fd7666a0,AIR INDIA,CCU,DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,78.0,0.0,1h 18m,CCU to DEL,0.0,Afternoon (12-17),PAY1829,9998.44,CARD,39,31-45,F,V***,M***
B1430,P1824,SJ016,2026-02-08 11:37:36.951,CONFIRMED,6c71cf9282a0f2d5d53228d72c5db1b72f9450c4be982d9a82bec6afc988e476,11A,L***,8b6fa7fe2d69b40d161401a5fc66b0d77afb63b85d1c8bb6af0db12bf6bcd00a,SPICEJET,HYD,CCU,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,205.0,0.0,3h 25m,HYD to CCU,0.0,Afternoon (12-17),,,,48,46-60,M,I***,A***
B1431,P1878,UK204,2025-11-21 11:37:36.951,CONFIRMED,d827124b1eb3d520d78127cdb7d726a581c3322e88e77063d99f370499f62bc1,31C,N***,faf990909b8ebbac5748b466f394623b24d7b14bcfec40170a9b1d89a82757ec,VISTARA,BLR,DEL,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,98.0,0.0,1h 38m,BLR to DEL,0.0,Afternoon (12-17),PAY1717,9678.57,CARD,52,46-60,M,K***,S***
B1431,P1878,UK204,2025-11-21 11:37:36.951,CONFIRMED,d827124b1eb3d520d78127cdb7d726a581c3322e88e77063d99f370499f62bc1,31C,N***,faf990909b8ebbac5748b466f394623b24d7b14bcfec40170a9b1d89a82757ec,VISTARA,BLR,DEL,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,98.0,0.0,1h 38m,BLR to DEL,0.0,Afternoon (12-17),PAY1917,12583.38,NETBANKING,52,46-60,M,K***,S***
B1432,P1328,6F211,2025-09-02 11:37:36.951,CANCELLED,54bab773f1d9d49f5e75c75dc14a68c5db9ff30138120830205a52c07abcd4a5,9B,E***,d49ab6f1400c0f57e45082ca4a8c824091eabd170c027990e4322ef82a90660e,INDIGO,MAA,BLR,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,291.0,0.0,4h 51m,MAA to BLR,1.0,Morning (09-12),,,,24,18-30,M,A***,D***
B1433,P1114,SJ166,2025-05-07 11:37:36.951,CONFIRMED,882cf3b7d07ab301a7cb69ddbcf9d1c7e9020650f036fb05a8855afe5f202f5b,5B,L***,db8f1adcd77aca68da68469c5f96a89630a60f343a52388042c01da0edd14edc,SPICEJET,CCU,HYD,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,207.0,0.0,3h 27m,CCU to HYD,1.0,Afternoon (12-17),PAY1377,1901.67,UPI,28,18-30,F,A***,S***
B1433,P1114,SJ166,2025-05-07 11:37:36.951,CONFIRMED,882cf3b7d07ab301a7cb69ddbcf9d1c7e9020650f036fb05a8855afe5f202f5b,5B,L***,db8f1adcd77aca68da68469c5f96a89630a60f343a52388042c01da0edd14edc,SPICEJET,CCU,HYD,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,207.0,0.0,3h 27m,CCU to HYD,1.0,Afternoon (12-17),PAY1785,14067.26,CARD,28,18-30,F,A***,S***
B1434,P1275,AI036,2025-10-19 11:37:36.951,PENDING,cdfb67ef198d411152675ae5b110b9525de627be6479f1295beb5f3ac59d6aa4,30C,M***,c0c16d2bfbeb6c70828e56c366fad9f23fb618a4c65a5aba1189d0ff104b9933,AIR INDIA,BOM,CCU,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,91.0,0.0,1h 31m,BOM to CCU,0.0,Afternoon (12-17),PAY1232,4962.24,NETBANKING,84,60+,M,A***,I***
B1434,P1275,AI036,2025-10-19 11:37:36.951,PENDING,cdfb67ef198d411152675ae5b110b9525de627be6479f1295beb5f3ac59d6aa4,30C,M***,c0c16d2bfbeb6c70828e56c366fad9f23fb618a4c65a5aba1189d0ff104b9933,AIR INDIA,BOM,CCU,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,91.0,0.0,1h 31m,BOM to CCU,0.0,Afternoon (12-17),PAY1541,1027.05,UPI,84,60+,M,A***,I***
B1435,P1487,SJ215,2025-09-18 11:37:36.951,CONFIRMED,4225c4b495c079ab7cb23bd201a7a61baa2f1a2695e8cd196be224af8023625e,1E,B***,ed0f8f451f7ddc8b96834e012574f1724c86f6d085cf04f880c021cd497fe75e,SPICEJET,CCU,DEL,2026-04-19 14:37:41.703,2026-04-19 16:12:41.703,95.0,0.0,1h 35m,CCU to DEL,0.0,Afternoon (12-17),PAY1956,8589.93,CARD,29,18-30,M,I***,B***
B1436,P1280,AI076,2026-01-05 11:37:36.951,CONFIRMED,e454a37f6cbd234405f3c76c69c6a16fd6c5e4da69de52222fea004d8e163968,20B,Y***,d44eeba9f7fa22c0f896196a604945a79c5c0f221e7014c3b7365f53ab2c3f1c,AIR INDIA,BLR,BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,35.0,0.0,0h 35m,BLR to BOM,0.0,Afternoon (12-17),,,,66,60+,M,A***,P***
B1437,P1274,SJ012,2025-11-28 11:37:36.951,CANCELLED,984a310f79679df6f29e7b763b12d769f4a22d15526aa54da6399d06b5019585,24A,H***,402e487f7bd81223c6b0e6fd89dfe4072fdd155901ec1df46256dcc5ee127a79,SPICEJET,HYD,BLR,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,71.0,0.0,1h 11m,HYD to BLR,0.0,Afternoon (12-17),,,,38,31-45,M,S***,G***
B1438,P1772,AI073,2026-04-01 11:37:36.951,NAN,3839ed243bf9e371ce037fd4753dad635471c9683d7c12c102df79c846fc955a,20D,H***,fdb27d9580051a7a6d3a329b4d379c11c8f27b73000fa45fa72050b8e28c9fc3,AIR INDIA,BOM,BLR,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,122.0,0.0,2h 2m,BOM to BLR,0.0,Afternoon (12-17),PAY1459,7670.85,UPI,17,Under 18,M,S***,C***
B1439,P1842,SJ173,2025-11-09 11:37:36.951,CONFIRMED,38f57aa8c1b558c1d849eadbdbcbd3cd5b8d5c09eaebc7348af28f281f9a3cac,27E,T***,9d3c1f34af78ff5849edcd6cad357cfdbe4b6fe0c907534f9bcdd2c0726f541f,SPICEJET,CCU,HYD,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,102.0,0.0,1h 42m,CCU to HYD,0.0,Afternoon (12-17),PAY1393,7292.76,NETBANKING,26,18-30,F,I***,B***
B1440,P1718,AI193,2026-03-09 11:37:36.951,CANCELLED,1bf318791691f3325de631850b08eddc200bc5ffe719f30b653667266a69cb21,25E,M***,9dfd54e9583e508d6678b45ea70b708fc70116caa969e6ad497bd03beb4f9702,AIR INDIA,MAA,HYD,2026-04-19 11:33:41.703,2026-04-19 16:07:41.703,274.0,0.0,4h 34m,MAA to HYD,1.0,Morning (09-12),,,,73,60+,F,A***,J***
B1441,P1895,SJ131,2025-09-22 11:37:36.951,INVALID,a02d5ce2f0734b395994adb98a507cd772b527587d90a4fe79a391ba356bd3d3,13A,M***,36dacb710858120413a31ce46dba2c5bfff549f31c50d8a7870b365dad2f6e3e,SPICEJET,MAA,HYD,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,67.0,0.0,1h 7m,MAA to HYD,0.0,Afternoon (12-17),,,,24,18-30,F,R***,K***
B1442,P1327,AI225,2025-06-02 11:37:36.951,PENDING,77ec32b364b6304f887ada18b2156a7f56e181925f5fc3f1026e93bc6bae8922,11E,U***,cd318e89bfd6adfc8df728fa28b0dc74ca4733362eafb1972cc76d135f2ebb90,AIR INDIA,BOM,BLR,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,56.0,0.0,0h 56m,BOM to BLR,0.0,Afternoon (12-17),PAY1818,11779.89,NETBANKING,37,31-45,F,A***,J***
B1443,P1210,AI190,2025-10-09 11:37:36.951,CANCELLED,a12a56ba2d85d1c8fcb09dda67433b10fe45ca392e9c678ddabbef49f1db3884,9E,H***,fc439623feb84bb27a5b993d81a899d0560999cb4fc66b26c1b7b6c2030f9ca7,AIR INDIA,BOM,CCU,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,198.0,0.0,3h 18m,BOM to CCU,0.0,Afternoon (12-17),,,,32,31-45,F,S***,S***
B1444,P1726,SJ238,2025-12-25 11:37:36.951,CONFIRMED,8135ff49051583181bef2467b57cf10645e2be5b616cfe9cdf582d9246c4ac7a,7B,F***,b1f91c75ec38b8ff37f5d6636c2bc16bdfe897e978e7d4224154a402ed66eca5,SPICEJET,MAA,BLR,2026-04-19 11:41:41.704,2026-04-19 15:39:41.704,238.0,0.0,3h 58m,MAA to BLR,1.0,Morning (09-12),,,,32,31-45,M,M***,R***
B1445,P1922,6F005,2025-12-21 11:37:36.951,PENDING,93e062e7ccc2d906b86fbd4cca4941dfa834b279dde23f98b87e31593976ebc8,5F,L***,798f53a58e84c70eda73697f661ad2fc7317cda295ea18104c998d62df755498,INDIGO,BOM,MAA,2026-04-19 11:04:41.701,2026-04-19 15:27:41.701,263.0,0.0,4h 23m,BOM to MAA,1.0,Morning (09-12),PAY1857,9862.4,CARD,70,60+,F,A***,G***
B1446,P1551,UK136,2025-09-25 11:37:36.951,PENDING,d55425f88932f4f148165adf5a1ad5526f06bddbe7d790583fa9bd1ee3fda1f3,23C,V***,59e48536ee998abcdb0bc12c248bb396211d664e074e95370584605c14d6342b,VISTARA,HYD,CCU,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,223.0,0.0,3h 43m,HYD to CCU,1.0,Morning (09-12),PAY1132,4197.73,UPI,23,18-30,M,A***,A***
B1446,P1551,UK136,2025-09-25 11:37:36.951,PENDING,d55425f88932f4f148165adf5a1ad5526f06bddbe7d790583fa9bd1ee3fda1f3,23C,V***,59e48536ee998abcdb0bc12c248bb396211d664e074e95370584605c14d6342b,VISTARA,HYD,CCU,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,223.0,0.0,3h 43m,HYD to CCU,1.0,Morning (09-12),PAY1286,3512.23,NETBANKING,23,18-30,M,A***,A***
B1447,P1991,SJ063,2025-05-21 11:37:36.951,CONFIRMED,5bc7b527d852add374915eacb39dbfbb28965c7ef1afb1a2416c9e5eb6def4bd,15F,E***,359f59e08ffba9f1a053d85831257a0f0e274a4086a1d0e5f06d1547dcf6b3bb,SPICEJET,MAA,BOM,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,105.0,0.0,1h 45m,MAA to BOM,0.0,Afternoon (12-17),PAY1039,4676.01,NETBANKING,4,Under 18,F,A***,S***
B1447,P1991,SJ063,2025-05-21 11:37:36.951,CONFIRMED,5bc7b527d852add374915eacb39dbfbb28965c7ef1afb1a2416c9e5eb6def4bd,15F,E***,359f59e08ffba9f1a053d85831257a0f0e274a4086a1d0e5f06d1547dcf6b3bb,SPICEJET,MAA,BOM,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,105.0,0.0,1h 45m,MAA to BOM,0.0,Afternoon (12-17),PAY1484,13762.65,NETBANKING,4,Under 18,F,A***,S***
B1448,P1025,6F175,2025-11-21 11:37:36.951,CANCELLED,b491bf2f7bf97ebf12f1a2651f3a5ae34d369dc7b6423a7cc0f9507ebea2bdef,9E,B***,982cae8437f0bce60c72f3f2260e95b7f166c9085baefb870586e2885e029ee4,INDIGO,MAA,CCU,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,115.0,0.0,1h 55m,MAA to CCU,0.0,Afternoon (12-17),,,,22,18-30,M,A***,C***
B1449,P1026,AI037,2025-05-23 11:37:36.951,PENDING,9570a7e905272d0698e5f247f5b3675942c1d5b30b434ba80aa9275352c6f5a2,19A,G***,454162f50b4625b0ff7d212387ef165228ac42b44e77267c1eee5f9b71e52e71,,,,,,,,,,,,,,,89,60+,M,I***,G***
B1450,P1701,UK225,2025-11-11 11:37:36.951,CONFIRMED,76a381c2a7bfc9f4cb244a48cfd25018b7524cee48e2752687c9a510b38a394e,21C,G***,0152cae515c35b0f4389f2a231c048dafc6f63aa3268fae323537538ec0129ad,VISTARA,MAA,BLR,2026-04-19 12:46:41.704,2026-04-19 15:02:41.704,136.0,0.0,2h 16m,MAA to BLR,0.0,Afternoon (12-17),,,,21,18-30,F,A***,G***
B1451,P1082,AI141,2025-05-20 11:37:36.951,CONFIRMED,4840584d6ce45921e190352e66d00e2ce9ca175be247b0a585f0408f2e7ca5c1,15E,S***,7fc3ee110279ca5cd90dff0b479b40f29da58c4ae5a88a5ea26441fcfd6919fb,AIR INDIA,BLR,DEL,2026-04-19 10:16:41.702,2026-04-19 14:53:41.702,277.0,0.0,4h 37m,BLR to DEL,1.0,Morning (09-12),PAY1762,10311.86,CARD,87,60+,F,S***,J***
B1452,P1895,6F172,2026-01-26 11:37:36.951,PENDING,0711221b472788c0bd9de527bad7cbfd091baeb7305ef4e8ae544f28e9a15481,3E,C***,e22d934a9905921ca837c9582cda54ae109f86491e2efc019560afc20c3d82af,INDIGO,BOM,BLR,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,293.0,0.0,4h 53m,BOM to BLR,1.0,Morning (09-12),,,,24,18-30,F,R***,K***
B1453,P1945,6F219,2026-02-07 11:37:36.951,CANCELLED,0849febf8e65096c07d1b37615608c78b843c521536340084f3898717be36825,16F,C***,e6e96f38a9ed78d93a3b156391cdaef6e6291638ff5d8366a4f77b7f3c02ed64,INDIGO,MAA,DEL,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,245.0,0.0,4h 5m,MAA to DEL,1.0,Morning (09-12),PAY1597,1310.19,CARD,44,31-45,M,R***,V***
B1453,P1945,6F219,2026-02-07 11:37:36.951,CANCELLED,0849febf8e65096c07d1b37615608c78b843c521536340084f3898717be36825,16F,C***,e6e96f38a9ed78d93a3b156391cdaef6e6291638ff5d8366a4f77b7f3c02ed64,INDIGO,MAA,DEL,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,245.0,0.0,4h 5m,MAA to DEL,1.0,Morning (09-12),PAY1884,3957.99,UPI,44,31-45,M,R***,V***
B1454,P1681,AI045,2025-08-16 11:37:36.951,PENDING,1685693c370c1d6515831b51128488c3251287edfb5d15b75d53ac1f68e41087,8E,D***,3cfc0819b7f97e6545d160eacb77c12f49068801b9a187fb22c1b9427ab5f30d,AIR INDIA,HYD,MAA,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,159.0,0.0,2h 39m,HYD to MAA,0.0,Morning (09-12),,,,10,Under 18,M,A***,A***
B1455,P1412,AI198,2026-04-12 11:37:36.951,CONFIRMED,59fa25ada768c579816dd51fa90ad1c60c325a682079d1630cf933f26e01b49d,30A,J***,4e2cfee2df899bbbd84d8afc7870c9b5373bbdeef608432b94dd8e84a672014d,AIR INDIA,CCU,MAA,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,203.0,0.0,3h 23m,CCU to MAA,0.0,Morning (09-12),PAY1038,14853.28,CARD,17,Under 18,F,R***,I***
B1455,P1412,AI198,2026-04-12 11:37:36.951,CONFIRMED,59fa25ada768c579816dd51fa90ad1c60c325a682079d1630cf933f26e01b49d,30A,J***,4e2cfee2df899bbbd84d8afc7870c9b5373bbdeef608432b94dd8e84a672014d,AIR INDIA,CCU,MAA,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,203.0,0.0,3h 23m,CCU to MAA,0.0,Morning (09-12),PAY1182,12781.22,UPI,17,Under 18,F,R***,I***
B1456,P1166,AI120,2025-04-24 11:37:36.951,PENDING,95129467157707ba30a69c62e0286fadcbbb8dc25bfce1dfbbd86f20df6fcfc3,17F,R***,4b599a42e4b57a66a2305d87e45a215d0c03d204b1c87d673086fa7f6c5a473b,AIR INDIA,MAA,CCU,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,126.0,0.0,2h 6m,MAA to CCU,0.0,Afternoon (12-17),,,,84,60+,M,K***,B***
B1457,P1699,6F134,2025-06-11 11:37:36.951,CANCELLED,170676bd24e54f6c3b03f06f4c0cdae0436ee1770d73ad03e121835eefcc451d,32D,Y***,3e742e27b5529e8e96c7f3549958ed99955ecd90617a199cfc924b1b38532bc8,INDIGO,BLR,MAA,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,79.0,0.0,1h 19m,BLR to MAA,0.0,Afternoon (12-17),PAY1083,5769.17,CARD,33,31-45,M,V***,A***
B1458,P1168,UK102,2025-11-19 11:37:36.951,CONFIRMED,bc3df3caa484330e22bbb080f11d0e0aa0cb21fe498889c4151e2e56358347d4,10B,N***,fdc5c121c55f5d1e4a98cc20d89ea70708e5ffbf2ad1f0c4aa082ae51c62aa61,VISTARA,HYD,CCU,2026-04-19 11:58:41.702,2026-04-19 14:01:41.702,123.0,0.0,2h 3m,HYD to CCU,0.0,Morning (09-12),PAY1990,8073.17,NETBANKING,62,60+,F,M***,A***
B1459,P1800,SJ199,2025-06-10 11:37:36.951,CANCELLED,ccd625ea833faa56b3624c1b55c35f86c9bf1775c8e88d0d8b53c9ff291162d7,1F,O***,730a847e384f8f86a1b6339091d87c036398d630b4652d4b0da2494f04cf4fa9,SPICEJET,HYD,BOM,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,150.0,0.0,2h 30m,HYD to BOM,0.0,Morning (09-12),PAY1062,12554.5,CARD,19,18-30,M,R***,J***
B1459,P1800,SJ199,2025-06-10 11:37:36.951,CANCELLED,ccd625ea833faa56b3624c1b55c35f86c9bf1775c8e88d0d8b53c9ff291162d7,1F,O***,730a847e384f8f86a1b6339091d87c036398d630b4652d4b0da2494f04cf4fa9,SPICEJET,HYD,BOM,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,150.0,0.0,2h 30m,HYD to BOM,0.0,Morning (09-12),PAY1570,2103.45,UPI,19,18-30,M,R***,J***
B1459,P1800,SJ199,2025-06-10 11:37:36.951,CANCELLED,ccd625ea833faa56b3624c1b55c35f86c9bf1775c8e88d0d8b53c9ff291162d7,1F,O***,730a847e384f8f86a1b6339091d87c036398d630b4652d4b0da2494f04cf4fa9,SPICEJET,HYD,BOM,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,150.0,0.0,2h 30m,HYD to BOM,0.0,Morning (09-12),PAY1979,4427.75,UPI,19,18-30,M,R***,J***
